id,medicineName,dose,volumeUnit,pvp,reImbursementRate
4922,Telmisartan + Hidroclorotiazida Zentiva,40 mg + 12.5 mg,Blister - 28 unidade(s),5.35,69%
4923,Telmisartan + Hidroclorotiazida Zentiva,80 mg + 12.5 mg,Blister - 28 unidade(s),6.46,69%
4924,Telmisartan + Hidroclorotiazida Zentiva,80 mg + 25 mg,Blister - 28 unidade(s),6.58,69%
4925,Telmisartan Actavis,40 mg,Blister - 28 unidade(s),4.68,69%
4926,Telmisartan Actavis,80 mg,Blister - 28 unidade(s),5.52,69%
4927,Telmisartan Alter Genéricos,20 mg,Blister - 28 unidade(s),5,69%
4928,Telmisartan Alter Genéricos,40 mg,Blister - 28 unidade(s),3.82,69%
4929,Telmisartan Alter Genéricos,80 mg,Blister - 28 unidade(s),4.64,69%
4930,Telmisartan Azevedos,20 mg,Blister - 28 unidade(s),3.75,69%
4931,Telmisartan Azevedos,40 mg,Blister - 28 unidade(s),3.18,69%
4932,Telmisartan Azevedos,80 mg,Blister - 28 unidade(s),3.71,69%
4933,Telmisartan Ciclum,20 mg,Blister - 28 unidade(s),4.28,69%
4934,Telmisartan Ciclum,40 mg,Blister - 28 unidade(s),3.5,69%
4935,Telmisartan Ciclum,80 mg,Blister - 28 unidade(s),4.1,69%
4936,Telmisartan Evertine,40 mg,Blister - 28 unidade(s),4.48,69%
4937,Telmisartan Evertine,20 mg,Blister - 28 unidade(s),4.28,69%
4938,Telmisartan Evertine,80 mg,Blister - 28 unidade(s),5.52,69%
4939,Telmisartan Farmoz,20 mg,Blister - 28 unidade(s),5,69%
4940,Telmisartan Farmoz,40 mg,Blister - 28 unidade(s),5.3,69%
4941,Telmisartan Farmoz,80 mg,Blister - 28 unidade(s),6.3,69%
4942,Telmisartan Generis Phar,40 mg,Blister - 28 unidade(s),5.31,69%
4943,Telmisartan Generis Phar,80 mg,Blister - 28 unidade(s),6.3,69%
4944,Telmisartan Mylan,20 mg,Blister - 28 unidade(s),4.67,69%
4945,Telmisartan Mylan,40 mg,Blister - 28 unidade(s),3.82,69%
4946,Telmisartan Mylan,80 mg,Blister - 28 unidade(s),4.47,69%
4947,Telmisartan Pharmakern,20 mg,Blister - 28 unidade(s),5,69%
4948,Telmisartan Pharmakern,80 mg,Blister - 28 unidade(s),5.29,69%
4949,Telmisartan Pharmakern,40 mg,Blister - 28 unidade(s),4.48,69%
4950,Telmisartan Ratiopharm,40 mg,Blister - 28 unidade(s),4.11,69%
4951,Telmisartan Ratiopharm,80 mg,Blister - 28 unidade(s),4.64,69%
4952,Telmisartan Sandoz,20 mg,Blister - 28 unidade(s),4.3,69%
4953,Telmisartan Sandoz,80 mg,Blister - 28 unidade(s),4.12,69%
4954,Telmisartan Sandoz,40 mg,Blister - 28 unidade(s),3.53,69%
4955,Telmisartan Teva Pharma,20 mg,Blister - 28 unidade(s),4.48,69%
4956,Telmisartan toLife,40 mg,Blister - 28 unidade(s),4.11,69%
4957,Telmisartan toLife,80 mg,Blister - 28 unidade(s),4.65,69%
4958,Telmisartan Zentiva,40 mg,Blister - 28 unidade(s),3.97,69%
4959,Telmisartan Zentiva,80 mg,Blister - 28 unidade(s),4.6,69%
4960,Telmisartan+Hidroclorotiazida Ratiopharm,40 mg + 12.5 mg,Blister - 28 unidade(s),7.97,69%
4961,Telmisartan+Hidroclorotiazida Ratiopharm,80 mg + 12.5 mg,Blister - 28 unidade(s),9.52,69%
4962,Telmisartan+Hidroclorotiazida Ratiopharm,80 mg + 25 mg,Blister - 28 unidade(s),9.69,69%
4963,Telmisartan+Hidroclorotiazida Ratiopharm,80 mg + 25 mg,Blister - 14 unidade(s),5.53,69%
4964,Terbinafina Almus,250 mg,Blister - 28 unidade(s),18.16,69%
4965,Terbinafina Almus,250 mg,Blister - 14 unidade(s),9.13,69%
4966,Terbinafina Atral,250 mg,Blister - 28 unidade(s),16,69%
4967,Terbinafina Atral,250 mg,Blister - 14 unidade(s),9.13,69%
4968,Terbinafina Aurobindo,250 mg,Blister - 14 unidade(s),8.15,69%
4969,Terbinafina Aurovitas,250 mg,Blister - 14 unidade(s),9.13,69%
4970,Terbinafina Aurovitas,250 mg,Blister - 28 unidade(s),12.84,69%
4971,Terbinafina Basi,10 mg/g,Bisnaga - 1 unidade(s) - 15 g,3.15,37%
4972,Terbinafina Bluepharma 250 mg Comprimidos,250 mg,Blister - 14 unidade(s),8.57,69%
4973,Terbinafina Bluepharma 250 mg Comprimidos,250 mg,Blister - 28 unidade(s),17.84,69%
4974,Terbinafina Ciclum,250 mg,Blister - 14 unidade(s),8.52,69%
4975,Terbinafina Cinfa,250 mg,Blister - 28 unidade(s),12.84,69%
4976,Terbinafina Farmoz 250 mg Comprimidos,250 mg,Blister - 28 unidade(s),17.15,69%
4977,Terbinafina Farmoz 250 mg Comprimidos,250 mg,Blister - 14 unidade(s),8.57,69%
4978,Terbinafina Generis 10 mg/g Creme,10 mg/g,Bisnaga - 1 unidade(s) - 15 g,3.16,37%
4979,Terbinafina Generis 250 mg Comprimidos,250 mg,Blister - 28 unidade(s),18.16,69%
4980,Terbinafina Generis 250 mg Comprimidos,250 mg,Blister - 14 unidade(s),9.13,69%
4981,Terbinafina GP 250 mg Comprimidos,250 mg,Blister - 14 unidade(s),9.13,69%
4982,Terbinafina GP 250 mg Comprimidos,250 mg,Blister - 28 unidade(s),12.3,69%
4983,Terbinafina Jaba 250 mg Comprimidos,250 mg,Blister - 28 unidade(s),8.89,69%
4984,Terbinafina Jaba 250 mg Comprimidos,250 mg,Blister - 14 unidade(s),8.09,69%
4985,Terbinafina Mylan,250 mg,Blister - 28 unidade(s),9.73,69%
4986,Terbinafina Mylan,250 mg,Blister - 14 unidade(s),9.13,69%
4987,Terbinafina Pentafarma,250 mg,Blister - 28 unidade(s),8.98,69%
4988,Terbinafina Pentafarma,250 mg,Blister - 14 unidade(s),8.58,69%
4989,Terbinafina Pharmakern 250 mg Comprimidos,250 mg,Blister - 28 unidade(s),13.8,69%
4990,Terbinafina Pharmakern 250 mg Comprimidos,250 mg,Blister - 14 unidade(s),8.69,69%
4991,Terbinafina ratiopharm 250 mg comprimidos,250 mg,Blister - 28 unidade(s),18.16,69%
4992,Terbinafina ratiopharm 250 mg comprimidos,250 mg,Blister - 14 unidade(s),9.13,69%
4993,Terbinafina Sandoz 250 mg Comprimidos,250 mg,Blister - 28 unidade(s),18.16,69%
4994,Terbinafina toLife 250 mg Comprimidos,250 mg,Blister - 28 unidade(s),17.18,69%
4995,Terbinafina toLife 250 mg Comprimidos,250 mg,Blister - 14 unidade(s),8.57,69%
4996,Terbul,10 mg/g,Bisnaga - 1 unidade(s) - 30 g,2.82,37%
4997,Termycol 250 mg comprimidos,250 mg,Blister - 28 unidade(s),8.98,69%
4998,Termycol 250 mg comprimidos,250 mg,Blister - 14 unidade(s),8.18,69%
4999,Tianeptina Generis,12.5 mg,Blister - 60 unidade(s),8.1,37%
5000,Tianeptina Mylan,12.5 mg,Blister - 60 unidade(s),7.69,37%
5001,Tiaprida Generis,100 mg,Blister - 60 unidade(s),5.18,90%
5002,Tiaprida Generis,100 mg,Blister - 20 unidade(s),2.92,90%
5003,Tibolona Aristo,2.5 mg,Blister - 28 unidade(s),7.51,37%
5004,Tibolona Zentiva,2.5 mg,Blister - 28 unidade(s),7.91,37%
5005,Ticlopidina Almus,250 mg,Blister - 60 unidade(s),8.85,69%
5006,Ticlopidina Alter 250 mg Comprimidos,250 mg,Blister - 60 unidade(s),8.87,69%
5007,Ticlopidina Betlife 250 mg Comprimidos,250 mg,Blister - 60 unidade(s),8.85,69%
5008,Ticlopidina Bluepharma,250 mg,Blister - 60 unidade(s),8.87,69%
5009,Ticlopidina Bluepharma,250 mg,Blister - 20 unidade(s),3.85,69%
5010,Ticlopidina Ciclum 250 mg Comprimidos,250 mg,Blister - 60 unidade(s),8.8,69%
5011,Ticlopidina Cinfa 250 mg Comprimidos Revestidos,250 mg,Blister - 60 unidade(s),8.87,69%
5012,Ticlopidina GP,250 mg,Blister - 10 unidade(s),2.23,69%
5013,Ticlopidina GP,250 mg,Blister - 60 unidade(s),8.55,69%
5014,Ticlopidina Tetrafarma,250 mg,Blister - 60 unidade(s),8.92,69%
5015,Ticlopidina ToLife 250 mg Comprimidos,250 mg,Blister - 60 unidade(s),8.87,69%
5016,Ticlopidina Trombopat 250 mg Comprimidos Revestidos,250 mg,Blister - 60 unidade(s),9.25,69%
5017,Ticlopidina-ratiopharm,250 mg,Blister - 20 unidade(s),3.85,69%
5018,Ticlopidina-ratiopharm,250 mg,Blister - 60 unidade(s),8.85,69%
5019,Timolol + Dorzolamida Aurovitas,5 mg/ml + 20 mg/ml,Frasco conta-gotas - 1 unidade(s) - 5 ml,7.95,90%
5020,Timolol + Dorzolamida Mylan,5 mg/ml + 20 mg/ml,Frasco conta-gotas - 1 unidade(s) - 5 ml,8.27,90%
5021,Tiocolquicosido Generis,4 mg,Blister - 30 unidade(s),6.56,37%
5022,Tizanidina Teva,2 mg,Blister - 50 unidade(s),4.54,37%
5023,Tizanidina Teva,2 mg,Blister - 20 unidade(s),3.25,37%
5024,Tolucombi,40 mg + 12.5 mg,Blister - 28 unidade(s),8.77,69%
5025,Tolucombi,80 mg + 12.5 mg,Blister - 28 unidade(s),11.78,69%
5026,Tolucombi,80 mg + 25 mg,Blister - 28 unidade(s),11.74,69%
5027,Tolura,40 mg,Blister - 28 unidade(s),5.09,69%
5028,Tolura,80 mg,Blister - 28 unidade(s),6.03,69%
5029,Tomin,37.5 mg + 325 mg,Blister - 20 unidade(s),3.58,37%
5030,Topiramato Almus,25 mg,Blister - 60 unidade(s),5.2,90%
5031,Topiramato Almus,200 mg,Blister - 60 unidade(s),35.07,90%
5032,Topiramato Almus,50 mg,Blister - 60 unidade(s),11.39,90%
5033,Topiramato Alter,25 mg,Blister - 60 unidade(s),5.32,90%
5034,Topiramato Alter,50 mg,Blister - 60 unidade(s),11.39,90%
5035,Topiramato Alter,100 mg,Blister - 60 unidade(s),16.13,90%
5036,Topiramato Alter,200 mg,Blister - 60 unidade(s),35.07,90%
5037,Topiramato Aurovitas,25 mg,Blister - 60 unidade(s),7.69,90%
5038,Topiramato Aurovitas,25 mg,Blister - 20 unidade(s),3.65,90%
5039,Topiramato Aurovitas,50 mg,Blister - 60 unidade(s),15.57,90%
5040,Topiramato Aurovitas,100 mg,Blister - 60 unidade(s),17.53,90%
5041,Topiramato Bluefish,200 mg,Blister - 60 unidade(s),35.01,90%
5042,Topiramato Bluefish,25 mg,Blister - 60 unidade(s),8.41,90%
5043,Topiramato Bluefish,50 mg,Blister - 60 unidade(s),11.37,90%
5044,Topiramato Bluefish,100 mg,Blister - 60 unidade(s),16.1,90%
5045,Topiramato Bluepharma,25 mg,Blister - 60 unidade(s),6.52,90%
5046,Topiramato Bluepharma,25 mg,Blister - 20 unidade(s),3.41,90%
5047,Topiramato Bluepharma,100 mg,Blister - 60 unidade(s),17.99,90%
5048,Topiramato Bluepharma,50 mg,Blister - 60 unidade(s),12.99,90%
5049,Topiramato Ciclum,50 mg,Blister - 60 unidade(s),9.91,90%
5050,Topiramato Ciclum,25 mg,Blister - 60 unidade(s),4.89,90%
5051,Topiramato Ciclum,25 mg,Blister - 20 unidade(s),2.18,90%
5052,Topiramato Ciclum,100 mg,Blister - 60 unidade(s),13.42,90%
5053,Topiramato Ciclum,200 mg,Blister - 60 unidade(s),33.79,90%
5054,Topiramato Cinfa,25 mg,Recipiente para comprimidos - 60 unidade(s),5.32,90%
5055,Topiramato Cinfa,50 mg,Recipiente para comprimidos - 60 unidade(s),11.51,90%
5056,Topiramato Cinfa,100 mg,Recipiente para comprimidos - 60 unidade(s),16.14,90%
5057,Topiramato Farmoz,200 mg,Blister - 60 unidade(s),33.79,90%
5058,Topiramato Farmoz,25 mg,Blister - 10 unidade(s),2.34,90%
5059,Topiramato Farmoz,25 mg,Blister - 60 unidade(s),5.1,90%
5060,Topiramato Farmoz,50 mg,Blister - 60 unidade(s),11.06,90%
5061,Topiramato Farmoz,100 mg,Blister - 60 unidade(s),13.42,90%
5062,Topiramato Generis,100 mg,Blister - 60 unidade(s),19.59,90%
5063,Topiramato Generis,25 mg,Blister - 20 unidade(s),3.65,90%
5064,Topiramato Generis,200 mg,Blister - 60 unidade(s),57.65,90%
5065,Topiramato Generis,50 mg,Blister - 60 unidade(s),16.99,90%
5066,Topiramato Generis Phar,100 mg,Blister - 60 unidade(s),32.32,0%
5067,Topiramato Generis Phar,25 mg,Blister - 60 unidade(s),8.41,0%
5068,Topiramato Generis Phar,50 mg,Blister - 60 unidade(s),16.99,0%
5069,Topiramato Mylan,25 mg,Blister - 60 unidade(s),8.41,90%
5070,Topiramato Mylan,25 mg,Blister - 20 unidade(s),3.65,90%
5071,Topiramato Mylan,50 mg,Blister - 60 unidade(s),14.1,90%
5072,Topiramato Mylan,100 mg,Blister - 60 unidade(s),26.96,90%
5073,Topiramato ratiopharm,100 mg,Blister - 60 unidade(s),14.01,90%
5074,Topiramato ratiopharm,25 mg,Blister - 60 unidade(s),5.1,90%
5075,Topiramato ratiopharm,25 mg,Blister - 20 unidade(s),2.25,90%
5076,Topiramato ratiopharm,50 mg,Blister - 60 unidade(s),11.06,90%
5077,Topiramato Sandoz 100 mg Comprimidos,100 mg,Frasco - 60 unidade(s),18.97,90%
5078,Topiramato Sandoz 25 mg Cápsulas,25 mg,Blister - 60 unidade(s),5.97,90%
5079,Topiramato Sandoz 50 mg Cápsulas,50 mg,Blister - 60 unidade(s),14.04,90%
5080,Topiramato Teva,25 mg,Blister - 60 unidade(s),5.97,90%
5081,Topiramato Teva,25 mg,Blister - 20 unidade(s),3.65,90%
5082,Topiramato Teva,50 mg,Blister - 60 unidade(s),12.68,90%
5083,Topiramato Teva,100 mg,Blister - 60 unidade(s),19.18,90%
5084,Topiramato Teva,200 mg,Blister - 60 unidade(s),35.07,90%
5085,Topiramato toLife 100 mg Comprimidos,100 mg,Blister - 60 unidade(s),17.53,90%
5086,Topiramato toLife 200 mg Comprimidos,200 mg,Frasco - 60 unidade(s),35.07,90%
5087,Topiramato toLife 25 mg Comprimidos,25 mg,Blister - 60 unidade(s),7.47,90%
5088,Topiramato toLife 25 mg Comprimidos,25 mg,Blister - 20 unidade(s),3.65,90%
5089,Topiramato toLife 50 mg Comprimidos,50 mg,Blister - 60 unidade(s),11.64,90%
5090,Topiramato Tomix,50 mg,Blister - 60 unidade(s),15.83,90%
5091,Topiramato Tomix,25 mg,Blister - 60 unidade(s),6.68,90%
5092,Topiramato Tomix,25 mg,Blister - 10 unidade(s),2.34,90%
5093,Topiramato Tomix,200 mg,Blister - 60 unidade(s),39.9,90%
5094,Topiramato Tomix,100 mg,Blister - 60 unidade(s),19.59,90%
5095,Tramadol + Paracetamol Aristo,37.5 mg + 325 mg,Recipiente para comprimidos - 20 unidade(s),3.68,37%
5096,Tramadol + Paracetamol Aristo,37.5 mg + 325 mg,Blister - 20 unidade(s),1.46,37%
5097,Tramadol + Paracetamol Generis,37.5 mg + 325 mg,Blister - 20 unidade(s),3.58,37%
5098,Tramadol + Paracetamol Krka,37.5 mg + 325 mg,Blister - 20 unidade(s),3.43,37%
5099,Tramadol + Paracetamol Mylan,37.5 mg + 325 mg,Blister - 20 unidade(s),1.64,37%
5100,Tramadol + Paracetamol Pharmakern,37.5 mg + 325 mg,Blister - 20 unidade(s),1.82,37%
5101,Tramadol + Paracetamol Ratiopharm,37.5 mg + 325 mg,Blister - 20 unidade(s),3.5,37%
5102,Tramadol + Paracetamol toLife,37.5 mg + 325 mg,Blister - 20 unidade(s),1.72,37%
5103,Tramadol Aurovitas,100 mg,Blister - 20 unidade(s),4.3,37%
5104,Tramadol Aurovitas,150 mg,Blister - 20 unidade(s),6.08,37%
5105,Tramadol Aurovitas,200 mg,Blister - 30 unidade(s),8.15,37%
5106,Tramadol Aurovitas,200 mg,Blister - 20 unidade(s),8.79,37%
5107,Tramadol Aurovitas,50 mg,Blister - 20 unidade(s),2.73,37%
5108,Tramadol Azevedos,50 mg,Blister - 20 unidade(s),2.83,37%
5109,Tramadol Ciclum,100 mg/ml,Frasco - 1 unidade(s) - 10 ml,3.39,37%
5110,"Tramadol Ciclum 50 mg, cápsulas",50 mg,Blister - 20 unidade(s),2.82,37%
5111,Tramadol Generis 100 mg/ml Solução Oral,100 mg/ml,Frasco conta-gotas - 1 unidade(s) - 10 ml,3.58,37%
5112,Tramadol Generis 50 mg Cápsulas,50 mg,Blister - 20 unidade(s),2.96,37%
5113,Tramadol Krka,50 mg,Blister - 20 unidade(s),2.59,37%
5114,Tramadol Labesfal,100 mg,Blister - 30 unidade(s),5.39,37%
5115,Tramadol Labesfal,100 mg,Blister - 20 unidade(s),4.08,37%
5116,"Tramadol Meda 100 mg/2 ml, Solução injectável",100 mg/2 ml,Ampola - 5 unidade(s) - 2 ml,3.7,37%
5117,"Tramadol Meda 100 mg/ml Gotas orais, solução",100 mg/ml,Frasco - 1 unidade(s) - 30 ml,8.04,37%
5118,Tramadol Mylan,50 mg,Blister - 20 unidade(s),3.64,37%
5119,Tramadol Mylan,100 mg,Blister - 30 unidade(s),5.68,37%
5120,Tramadol Mylan,100 mg,Blister - 20 unidade(s),4.13,37%
5121,Tramadol Mylan,200 mg,Blister - 30 unidade(s),8.15,37%
5122,Tramadol Mylan,200 mg,Blister - 20 unidade(s),5.15,37%
5123,Tramadol Mylan,150 mg,Blister - 30 unidade(s),9.02,37%
5124,Tramadol Mylan,150 mg,Blister - 20 unidade(s),5.71,37%
5125,Trandolapril Generis,0.5 mg,Blister - 56 unidade(s),4.09,69%
5126,Trandolapril Generis,2 mg,Blister - 56 unidade(s),8.23,69%
5127,Trandolapril Generis,4 mg,Blister - 56 unidade(s),16.07,69%
5128,Trandolapril Mylan,0.5 mg,Blister - 56 unidade(s),3.99,69%
5129,Trandolapril Mylan,2 mg,Blister - 56 unidade(s),8.23,69%
5130,Trazodona Farmoz,100 mg,Blister - 20 unidade(s),3.6,37%
5131,Trazodona Farmoz,150 mg,Blister - 20 unidade(s),3.1,37%
5132,Trazodona Generis,150 mg,Blister - 20 unidade(s),3.3,37%
5133,Trazodona Generis,150 mg,Blister - 60 unidade(s),8.67,37%
5134,Trazodona Generis,100 mg,Blister - 20 unidade(s),3.75,37%
5135,Trazodona Generis,100 mg,Blister - 60 unidade(s),5.58,37%
5136,Trazodona Labesfal,150 mg,Blister - 20 unidade(s),3.21,37%
5137,Trazodona Labesfal,150 mg,Blister - 60 unidade(s),8.4,37%
5138,Trazodona Ratiopharm,100 mg,Blister - 20 unidade(s),3.75,37%
5139,Trazodona Ratiopharm,150 mg,Blister - 20 unidade(s),3.21,37%
5140,Triflusal Alter 300 mg Cápsulas,300 mg,Blister - 60 unidade(s),9.01,69%
5141,Triflusal Alter 300 mg Cápsulas,300 mg,Blister - 20 unidade(s),3.46,69%
5142,Triflusal Ciclum,300 mg,Blister - 60 unidade(s),8.98,69%
5143,Triflusal Ciclum,300 mg,Blister - 20 unidade(s),3.44,69%
5144,Triflusal Generis,300 mg,Blister - 60 unidade(s),9.01,69%
5145,Triflusal Generis,300 mg,Blister - 20 unidade(s),3.46,69%
5146,Triflusal Mylan,300 mg,Blister - 60 unidade(s),9.01,69%
5147,Triflusal Mylan,300 mg,Blister - 20 unidade(s),3.46,69%
5148,Triflusal Ratiopharm,300 mg,Blister - 20 unidade(s),3.46,69%
5149,Triflusal Ratiopharm,300 mg,Blister - 60 unidade(s),9.01,69%
5150,Trimetazidina Bluepharma 20 mg Comprimidos,20 mg,Blister - 60 unidade(s),4.66,69%
5151,Trimetazidina Bluepharma 20 mg Comprimidos,20 mg,Blister - 20 unidade(s),2.68,69%
5152,Trimetazidina Bluepharma LP,35 mg,Blister - 60 unidade(s),6.27,69%
5153,Trimetazidina Farmoz,35 mg,Blister - 60 unidade(s),5.02,69%
5154,Trimetazidina Farmoz,35 mg,Blister - 20 unidade(s),3.1,69%
5155,Trimetazidina Generis,35 mg,Blister - 60 unidade(s),8.4,69%
5156,Trimetazidina Generis 20 mg Comprimidos Revestidos,20 mg,Blister - 20 unidade(s),2.71,69%
5157,Trimetazidina Labesfal,35 mg,Blister - 60 unidade(s),5.27,69%
5158,Trimetazidina Mylan,20 mg,Blister - 60 unidade(s),4.69,69%
5159,Trimetazidina Mylan,20 mg,Blister - 20 unidade(s),2.69,69%
5160,Trimetazidina Mylan,35 mg,Blister - 60 unidade(s),5.27,69%
5161,Trimetazidina Ratiopharm,20 mg,Blister - 60 unidade(s),4.58,69%
5162,Trimetazidina Ratiopharm,35 mg,Blister - 60 unidade(s),5.03,69%
5163,Trimetazidina Sandoz,35 mg,Blister - 60 unidade(s),8.4,69%
5164,Trimetazidina Teva,20 mg,Blister - 60 unidade(s),4.69,69%
5165,Trimetazidina Teva,35 mg,Blister - 60 unidade(s),8.4,69%
5166,Unilan,0.25 mg,Blister - 60 unidade(s),3.85,37%
5167,Unilan,0.25 mg,Blister - 20 unidade(s),2.12,37%
5168,Unilan,1 mg,Blister - 60 unidade(s),5.99,37%
5169,Unilan,1 mg,Blister - 20 unidade(s),2.65,37%
5170,Unilan,0.5 mg,Blister - 60 unidade(s),3.86,37%
5171,Unilan,0.5 mg,Blister - 20 unidade(s),2.1,37%
5172,Valaciclovir Arpedex,500 mg,Blister - 24 unidade(s),21.56,69%
5173,Valaciclovir Arpedex,500 mg,Blister - 10 unidade(s),9.43,69%
5174,Valaciclovir Arpedex,1000 mg,Blister - 21 unidade(s),24.57,69%
5175,Valaciclovir Aurobindo,1000 mg,Blister - 21 unidade(s),20.34,69%
5176,Valaciclovir Aurobindo,500 mg,Blister - 10 unidade(s),7.84,69%
5177,Valaciclovir Aurovitas,500 mg,Blister - 10 unidade(s),9.43,69%
5178,Valaciclovir Aurovitas,1000 mg,Blister - 21 unidade(s),24.57,69%
5179,Valaciclovir Pentafarma,500 mg,Blister - 24 unidade(s),21.56,69%
5180,Valaciclovir Pentafarma,500 mg,Blister - 10 unidade(s),8.49,69%
5181,Valaciclovir Pentafarma,1000 mg,Blister - 21 unidade(s),20.34,69%
5182,Valaciclovir Tetrafarma,1000 mg,Blister - 21 unidade(s),23.32,69%
5183,Valaciclovir Tetrafarma,500 mg,Blister - 10 unidade(s),8.98,69%
5184,Valsartan + Hidroclorotiazida Baldacci,80 mg + 12.5 mg,Blister - 56 unidade(s),9.56,69%
5185,Valsartan + Hidroclorotiazida Farmoz,160 mg + 12.5 mg,Blister - 14 unidade(s),3.65,69%
5186,Valsartan + Hidroclorotiazida Farmoz,80 mg + 12.5 mg,Blister - 56 unidade(s),8.7,69%
5187,Valsartan + Hidroclorotiazida Farmoz,160 mg + 25 mg,Blister - 28 unidade(s),4.87,69%
5188,Valsartan + Hidroclorotiazida Limeg,160 mg + 25 mg,Blister - 28 unidade(s),3.66,69%
5189,Valsartan + Hidroclorotiazida Pentafarma,80 mg + 12.5 mg,Blister - 14 unidade(s),3.48,69%
5190,Valsartan + Hidroclorotiazida Pentafarma,160 mg + 12.5 mg,Blister - 14 unidade(s),3.8,69%
5191,Valsartan + Hidroclorotiazida Pentafarma,320 mg + 25 mg,Blister - 28 unidade(s),16.65,69%
5192,Valsartan + Hidroclorotiazida Pentafarma,160 mg + 25 mg,Blister - 28 unidade(s),6.31,69%
5193,Valsartan + Hidroclorotiazida Pentafarma,320 mg + 12.5 mg,Blister - 28 unidade(s),11.43,69%
5194,Valsartan + Hidroclorotiazida Pharmakern,80 mg + 12.5 mg,Blister - 56 unidade(s),8.45,69%
5195,Valsartan + Hidroclorotiazida Pharmakern,160 mg + 12.5 mg,Blister - 56 unidade(s),9.14,69%
5196,Valsartan + Hidroclorotiazida Tecnilor,80 mg + 12.5 mg,Blister - 56 unidade(s),9.97,69%
5197,Valsartan + Hidroclorotiazida Tetrafarma,160 mg + 25 mg,Blister - 28 unidade(s),5.79,69%
5198,Valsartan + Hidroclorotiazida Tetrafarma,80 mg + 12.5 mg,Blister - 56 unidade(s),11.12,69%
5199,Valsartan + Hidroclorotiazida Tetrafarma,320 mg + 12.5 mg,Blister - 28 unidade(s),11.43,69%
5200,Valsartan + Hidroclorotiazida Teva,80 mg + 12.5 mg,Blister - 56 unidade(s),4.75,69%
5201,Valsartan + Hidroclorotiazida Teva,80 mg + 12.5 mg,Blister - 14 unidade(s),1.9,69%
5202,Valsartan + Hidroclorotiazida Teva,160 mg + 25 mg,Blister - 28 unidade(s),3.25,69%
5203,Valsartan Alter,160 mg,Blister - 14 unidade(s),4.43,0%
5204,Valsartan Alter,160 mg,Blister - 56 unidade(s),7.8,69%
5205,Valsartan Alter,160 mg,Blister - 28 unidade(s),8.85,0%
5206,Valsartan Alter,80 mg,Blister - 56 unidade(s),20.33,0%
5207,Valsartan Alter,80 mg,Blister - 28 unidade(s),3,69%
5208,Valsartan Alter,80 mg,Blister - 14 unidade(s),5,0%
5209,Valsartan Alter,40 mg,Blister - 56 unidade(s),18.15,0%
5210,Valsartan Alter,40 mg,Blister - 28 unidade(s),5.72,69%
5211,Valsartan Alter,40 mg,Blister - 14 unidade(s),3.4,69%
5212,Valsartan Cinfa,80 mg,Blister - 28 unidade(s),7.54,69%
5213,Valsartan Cinfa,40 mg,Blister - 28 unidade(s),5.51,69%
5214,Valsartan Cinfa,160 mg,Blister - 56 unidade(s),13.54,69%
5215,Valsartan Farmoz,40 mg,Blister - 14 unidade(s),2.84,69%
5216,Valsartan Generis,40 mg,Blister - 28 unidade(s),3.39,69%
5217,Valsartan Generis,160 mg,Blister - 56 unidade(s),6.42,69%
5218,Valsartan Pentafarma,80 mg,Blister - 14 unidade(s),4.5,69%
5219,Valsartan ratiopharm,160 mg,Blister - 56 unidade(s),9,69%
5220,Valsartan Tetrafarma,160 mg,Blister - 56 unidade(s),11.02,69%
5221,Vardenafil Generis,20 mg,Blister - 4 unidade(s),26.39,0%
5222,Vardenafil Generis,10 mg,Blister - 4 unidade(s),11.52,0%
5223,Vardenafil Generis,5 mg,Blister - 4 unidade(s),6.37,0%
5224,Vardenafil Krka,20 mg,Blister - 4 unidade(s),26.39,0%
5225,Vardenafil Krka,20 mg,Blister - 8 unidade(s),48.53,0%
5226,Vardenafil Krka,10 mg,Blister - 8 unidade(s),22.06,0%
5227,Vardenafil Krka,10 mg,Blister - 4 unidade(s),11.52,0%
5228,Vardenafil toLife,10 mg,Blister - 4 unidade(s),13.02,0%
5229,Vardenafil toLife,10 mg,Blister - 4 unidade(s),11.52,0%
5230,Vardenafil toLife,20 mg,Blister - 4 unidade(s),26.39,0%
5231,Vartiran,1500 mg,Saqueta - 60 unidade(s),12.63,0%
5232,Vartiran,1500 mg,Saqueta - 20 unidade(s),5.14,0%
5233,Vasodipin,1.5 mg,Blister - 30 unidade(s),4.78,69%
5234,Vasodipin,1.5 mg,Blister - 20 unidade(s),3.79,69%
5235,Venlafaxina Alter,150 mg,Blister - 30 unidade(s),9.54,37%
5236,Venlafaxina Alter,37.5 mg,Blister - 30 unidade(s),5.4,37%
5237,Venlafaxina Alter,75 mg,Blister - 30 unidade(s),7.85,37%
